t_index	term	df
1649	candl	3
1650	candlelight	4
1651	cando	2
1652	candor	2
1653	cane	2
1654	canist	2
1655	cannaday	3
1656	cannistraro	4
1657	cannon	3
1658	canon	1
1659	canopi	2
1660	cant	59
1661	canton	1
1662	cantwel	4
1663	canva	3
1664	canvass	3
1665	cap	19
1666	capabl	25
1667	capac	15
1668	cape	2
1669	capit	159
1670	capitalist	2
1671	capitol	28
1672	capitul	1
1673	capp	1
1674	capriati	33
1675	capsul	2
1676	capt	30
1677	captain	27
1678	captiv	6
1679	captor	4
1680	captur	58
1681	car	97
1682	caraca	2
1683	carat	1
1684	caravan	3
1685	carbomb	1
1686	carbon	2
1687	card	21
1688	cardboard	1
1689	cardiopulmonari	1
1690	care	84
1691	career	48
1692	careerend	1
1693	careerhigh	1
1694	carefullypreserv	1
1695	caretak	4
1696	carey	1
1697	cargo	12
1698	caribbean	2
1699	carin	1
1700	cario	1
1701	carjack	2
1702	carl	4
1703	carlo	29
1704	carlson	1
1705	carlton	1
1706	carman	1
1707	carmelo	2
1708	carmen	4
1709	carmodi	4
1710	carnahan	66
1711	carnahand	1
1712	carnivallik	1
1713	carol	6
1714	carolina	5
1715	carpent	7
1716	carper	8
1717	carpet	3
1718	carpetbagg	2
1719	carr	1
1720	carri	182
1721	carrier	20
1722	carrol	2
1723	carrot	1
1724	carsiz	1
1725	carson	5
1726	cart	1
1727	carter	10
1728	carthag	2
1729	carv	9
1730	carver	1
1731	casebycas	1
1732	casetch	1
1733	cash	22
1734	cashier	1
1735	cashstrap	3
1736	casino	1
1737	casket	16
1738	cast	47
1739	castellano	2
1740	castiel	1
1741	castil	1
1742	castleburi	4
1743	castro	8
1744	casual	2
1745	casualti	22
1746	cat	2
1747	cataclysm	1
1748	catalyst	1
1749	catastroph	12
1750	catcal	1
1751	catch	15
1752	catchup	1
1753	cate	4
1754	categor	1
1755	categori	1
1756	caterpillar	2
1757	cathedr	1
1758	catherin	3
1759	cathi	1
1760	cathol	7
1761	cattl	2
1762	caucasian	2
1763	caught	46
1764	caution	18
1765	cautiou	19
1766	cautious	2
1767	cave	3
1768	cavern	1
1769	cavort	1
1770	cawl	3
1771	cayman	3
1772	cb	4
1773	cbsnew	1
1774	cbss	1
1775	cd	1
1776	ceas	7
1777	ceasefir	7
1778	ceaselessli	2
1779	ceausescu	1
1780	cecil	1
1781	cedar	2
1782	cede	3
1783	cedomir	1
1784	cedric	6
1785	ceil	2
1786	celebr	83
1787	celebrateor	1
1788	celera	1
1789	celest	1
1790	cell	23
1791	cellblock	1
1792	cellphon	2
1793	cellular	10
1794	cement	6
1795	cementreinforc	1
1796	cemeteri	8
1797	censor	2
1798	censorship	2
1799	cent	1
1800	center	140
1801	centercourt	4
1802	centerleft	1
1803	centerpiec	2
1804	centigrad	1
1805	centimet	1
1806	central	84
1807	centrist	6
1808	centuri	24
1809	ceo	1
1810	ceremoni	52
1811	cerf	9
1812	cerna	3
1813	certainli	56
1814	certainti	4
1815	certif	3
1816	certifi	3
1817	cesar	2
1818	cessat	1
1819	cessna	7
1820	cetera	1
1821	cetinj	1
1822	cha	1
1823	chad	1
1824	chadwick	2
1825	chafe	3
1826	chagrin	1
1827	chain	10
1828	chair	17
1829	chairman	55
1830	chairmen	3
1831	chalk	2
1832	challeng	84
1833	chamber	16
1834	chamberlain	2
1835	chameleon	1
1836	champ	9
1837	champion	55
1838	championship	7
1839	chanc	99
1840	chancellor	5
1841	chanda	3
1842	chandeli	2
1843	chandler	6
1844	chandrika	1
1845	chang	144
1846	changeov	9
1847	channel	18
1848	chant	31
1849	chao	36
1850	chaotic	7
1851	chap	2
1852	chapel	4
1853	chaplain	7
1854	chaplin	1
1855	chappaqua	11
1856	chapter	7
1857	char	3
1858	charact	13
1859	character	7
1860	characterist	5
1861	charad	1
1862	charg	193
1863	charisma	2
1864	charit	5
1865	chariti	5
1866	charl	24
1867	charleston	2
1868	charlestown	1
1869	charli	2
1870	charlott	2
1871	chart	2
1872	charter	7
1873	chase	22
1874	chasm	2
1875	chat	5
1876	chattanooga	1
1877	chatti	1
1878	chau	1
1879	chauffeur	1
1880	chavez	4
1881	cheap	1
1882	cheat	11
1883	chebeck	8
1884	chechnya	8
1885	check	40
1886	checker	1
1887	checkpoint	2
1888	checkup	3
1889	cheek	1
1890	cheer	34
1891	cheerlead	2
1892	chees	1
1893	chef	2
1894	chela	4
1895	chell	1
1896	chelsea	17
1897	chemic	7
1898	chemistri	3
1899	chemotherapi	1
1900	cheney	31
1901	cheri	12
1902	cherish	2
1903	chernomyrdin	2
1904	cheroke	3
1905	cheron	3
1906	cherri	2
1907	chesapeak	1
1908	chest	8
1909	chetna	1
1910	chetsov	1
1911	chew	1
1912	chi	25
1913	chic	1
1914	chicago	6
1915	chicken	2
1916	chide	1
1917	chief	196
1918	chiefli	3
1919	child	46
1920	childhood	4
1921	children	69
1922	chile	8
1923	chill	13
1924	chilli	5
1925	chillicoth	1
1926	china	31
1927	chinayugoslavia	2
1928	chines	10
1929	chineseamerican	2
1930	ching	1
1931	chink	1
1932	chino	1
1933	chip	8
1934	chirac	6
1935	chisel	1
1936	chizhov	1
1937	chizov	1
1938	chladkova	3
1939	chlorin	4
1940	chocol	1
1941	choi	1
1942	choic	41
1943	chok	1
1944	choke	7
1945	cholera	1
1946	chomp	1
1947	chon	1
1948	choos	18
1949	chopper	1
1950	chopstick	1
1951	choreograph	1
1952	chorichech	1
1953	choru	1
1954	chose	13
1955	chosen	14
1956	chouchescu	1
1957	chow	1
1958	chri	34
1959	chrisdorton	1
1960	christen	3
1961	christi	4
1962	christian	27
1963	christina	3
1964	christma	61
1965	christmasev	1
1966	christoph	17
1967	chronic	2
1968	chronicl	2
1969	chrysanthemum	1
1970	chu	1
1971	chubbi	2
1972	chuck	9
1973	chuckl	2
1974	chudakova	3
1975	chunk	4
1976	church	43
1977	churchvil	1
1978	cia	25
1979	cienfuego	1
1980	cigarett	2
1981	cinder	1
1982	cinderblock	3
1983	cinema	2
1984	circl	19
1985	circu	3
1986	circuit	8
1987	circul	8
1988	circumst	32
1989	circumstanti	2
1990	circumv	3
1991	cisnero	7
1992	ciss	1
1993	citadel	1
1994	citat	2
1995	cite	38
1996	citi	217
1997	citiestown	3
1998	citizen	73
1999	citizenri	2
2000	citizenship	10
2001	citywid	1
2002	civic	4
2003	civil	61
2004	civilian	52
2005	cj	1
2006	clad	1
2007	claiborn	1
2008	claim	129
2009	clair	6
2010	clamber	5
2011	clamor	3
2012	clandestin	2
2013	clap	1
2014	clarenc	1
2015	clarifi	3
2016	clariti	1
2017	clark	41
2018	clarkston	1
2019	clash	54
2020	clasp	1
2021	class	29
2022	classic	7
2023	classifi	36
2024	classmat	2
2025	classroom	2
2026	clavet	1
2027	claw	6
2028	clay	4
2029	claycourt	1
2030	clean	23
2031	cleanair	1
2032	cleanli	1
2033	cleans	6
2034	clearanc	5
2035	clearer	4
2036	clearest	1
2037	clearli	56
2038	cleavag	1
2039	cleaver	1
2040	clemenc	31
2041	clement	24
2042	clergi	2
2043	cleric	3
2044	clerk	6
2045	cleveland	1
2046	clever	4
2047	cleverli	1
2048	click	2
2049	client	9
2050	cliffhang	1
2051	clifford	2
2052	clijster	11
2053	climact	1
2054	climat	3
2055	climatecontrol	1
2056	climax	4
2057	climb	22
2058	clime	1
2059	clinch	2
2060	cling	8
2061	clinic	8
2062	clink	1
2063	clinton	271
2064	clintonesqu	1
2065	clintongor	1
2066	clintonit	1
2067	clintonlazio	2
2068	clip	2
2069	clister	1
2070	cloak	1
2071	clock	8
2072	clod	1
2073	clodfelt	4
2074	clog	1
2075	cloister	1
2076	cloner	1
2077	closabl	1
2078	close	252
2079	closeddoor	6
2080	closeknit	1
2081	closemouth	1
2082	closer	29
2083	closest	32
2084	closet	1
2085	closeup	1
2086	closhg	1
2087	closur	7
2088	cloth	44
2089	cloud	21
2090	cloudless	1
2091	clout	4
2092	clown	1
2093	clton	1
2094	club	15
2095	clue	27
2096	clump	1
2097	clumsi	1
2098	clung	2
2099	cluster	4
2100	clutch	4
2101	clyde	1
2102	cmc	1
2103	cmdr	35
2104	cnn	49
2105	coach	15
2106	coachlight	8
2107	coal	31
2108	coalfir	1
2109	coalit	34
2110	coalitionbuild	1
2111	coalmin	1
2112	coast	106
2113	coastal	10
2114	coastlin	9
2115	coat	8
2116	coauthor	1
2117	coax	3
2118	cobar	1
2119	coburn	4
2120	coca	2
2121	cocain	8
2122	cochran	4
2123	cochranvil	1
2124	cock	6
2125	cocker	1
2126	cocktail	3
2127	coco	2
2128	cocoa	14
2129	cocodi	3
2130	code	7
2131	codefend	1
2132	codi	5
2133	codirector	1
2134	coercion	1
2135	coetzer	16
2136	coetzerhingi	2
2137	coexist	1
2138	coey	1
2139	coffe	25
2140	coffeepick	1
2141	coffeerel	1
2142	coffer	2
2143	coffield	1
2144	coffin	14
2145	cognac	1
2146	cohen	56
2147	coher	1
2148	cohes	3
2149	cohort	1
2150	coil	2
2151	coin	3
2152	coincid	6
2153	coincident	1
2154	cojustic	1
2155	coker	1
2156	coki	2
2157	col	18
2158	cold	43
2159	coldblood	1
2160	cole	290
2161	coleman	1
2162	coler	7
2163	colin	7
2164	colina	23
2165	collabor	3
2166	collag	1
2167	collaps	86
2168	collarpin	1
2169	collat	2
2170	colleagu	23
2171	collect	32
2172	collector	5
2173	colleg	34
2174	collegeag	1
2175	coller	4
2176	collid	7
2177	collin	2
2178	collis	20
2179	collus	1
2180	colo	9
2181	colobora	1
2182	colombia	10
2183	colombian	3
2184	colon	4
2185	coloni	20
2186	colonna	1
2187	color	13
2188	colorado	24
2189	columbia	14
2190	columbin	1
2191	column	7
2192	columnist	1
2193	comasagua	5
2194	comb	10
2195	combat	22
2196	combin	20
2197	combrat	1
2198	comeback	17
2199	comedian	1
2200	comefrombehind	1
2201	comen	1
2202	comfort	25
2203	comic	1
2204	command	127
2205	commando	5
2206	commemor	7
2207	commenc	1
2208	commend	3
2209	comment	82
2210	commentari	5
2211	commerc	10
2212	commerci	38
2213	comminut	1
2214	commiss	94
2215	commissari	2
2216	commission	15
2217	commit	89
2218	committe	79
2219	commod	11
2220	common	36
2221	commonli	5
2222	commonsens	3
2223	commot	1
2224	commun	113
2225	communiqu	5
2226	communist	58
2227	communistrul	1
2228	communistrun	1
2229	communistturnedsocialist	1
2230	commut	20
2231	compact	1
2232	compani	76
2233	companion	4
2234	companionship	4
2235	compar	31
2236	comparison	9
2237	compart	38
2238	compass	5
2239	compassion	3
2240	compel	10
2241	compens	3
2242	compensatori	1
2243	compet	16
2244	competit	22
2245	competitor	2
2246	compil	4
2247	complac	4
2248	complain	40
2249	complaint	21
2250	complement	2
2251	complet	104
2252	complex	41
2253	compli	5
2254	complianc	2
2255	complic	31
2256	compliment	5
2257	compos	1
2258	composit	4
2259	composur	5
2260	compound	30
2261	comprehend	1
2262	comprehens	5
2263	compress	1
2264	compris	3
2265	compromis	16
2266	compuls	1
2267	comput	22
2268	computerlink	1
2269	comrad	7
2270	conceal	10
2271	conced	49
2272	conceiv	9
2273	concentr	20
2274	concept	7
2275	concern	105
2276	concert	7
2277	concess	16
2278	conchita	3
2279	concili	2
2280	conciliatori	3
2281	conclud	47
2282	conclus	31
2283	concret	38
2284	concur	1
2285	concuss	1
2286	condemn	24
2287	condit	138
2288	condol	15
2289	condoleezza	1
2290	condon	2
2291	conduct	51
2292	conduit	1
2293	confer	68
2294	confess	10
2295	confetti	6
2296	confettilik	1
2297	confettis	1
2298	confid	60
2299	confidenti	1
2300	configur	1
2301	confin	6
2302	confirm	117
2303	confisc	1
2304	conflict	46
2305	conform	1
2306	confound	2
2307	confront	39
2308	confus	22
2309	cong	1
2310	congeni	1
2311	congest	5
2312	congo	2
2313	congratul	29
2314	congreg	1
2315	congress	112
2316	congression	39
2317	congressman	42
2318	congressmen	1
2319	congresswoman	2
2320	conjunct	2
2321	conn	1
2322	connal	24
2323	connect	66
2324	connecticut	13
2325	connelli	1
2326	connett	1
2327	conni	7
2328	conniv	1
2329	connoli	1
2330	connolli	1
2331	connor	1
2332	conquer	1
2333	conqueror	3
2334	conquest	2
2335	conrad	6
2336	conscienc	3
2337	consciou	4
2338	conscious	2
2339	consecut	27
2340	consensu	9
2341	consent	2
2342	consequ	18
2343	consequenti	1
2344	conserv	19
2345	conservat	1
2346	conservationist	1
2347	consid	131
2348	consider	28
2349	consign	1
2350	consist	14
2351	consistu	1
2352	consol	8
2353	consolid	13
2354	consortium	7
2355	conspicu	2
2356	conspir	6
2357	conspiraci	18
2358	constant	10
2359	constantinescu	1
2360	constantli	10
2361	constern	1
2362	constitu	5
2363	constitut	105
2364	constrain	1
2365	constrict	1
2366	construct	30
2367	consul	10
2368	consular	3
2369	consult	20
2370	consum	4
2371	consumpt	1
2372	contact	38
2373	contain	46
2374	contamin	1
2375	contempl	4
2376	contemporari	2
2377	contempt	9
2378	contend	25
2379	content	20
2380	contenti	4
2381	contest	44
2382	context	10
2383	contin	6
2384	continent	1
2385	conting	4
2386	continu	230
2387	contort	1
2388	contract	26
2389	contractor	4
2390	contradict	6
2391	contrari	7
2392	contrast	5
2393	contribut	47
2394	contributor	5
2395	contrit	1
2396	contriv	1
2397	control	170
2398	controversi	34
2399	conven	8
2400	conveni	16
2401	convent	8
2402	converg	14
2403	convers	18
2404	convert	5
2405	convey	3
2406	convict	123
2407	convictsgetaway	1
2408	convinc	27
2409	convincingli	1
2410	convok	1
2411	convoy	14
2412	cooey	1
2413	cook	20
2414	cool	5
2415	cooler	2
2416	coolingoff	3
2417	coon	1
2418	cooper	77
2419	coopt	1
2420	coordin	27
2421	cop	1
2422	cope	9
2423	copi	19
2424	copper	2
2425	coproduct	6
2426	copsstyl	1
2427	cord	1
2428	cordial	3
2429	cordillera	1
2430	cordon	10
2431	core	10
2432	corech	1
2433	coretta	1
2434	corey	2
2435	cori	3
2436	corina	4
2437	corn	2
2438	cornahaim	1
2439	cornaheim	1
2440	cornard	1
2441	corner	34
2442	cornerston	1
2443	cornett	2
2444	corni	1
2445	cornwal	1
2446	corollari	1
2447	coron	2
2448	corp	16
2449	corpor	15
2450	corps	13
2451	corpu	1
2452	corral	1
2453	correct	24
2454	correctli	5
2455	correl	4
2456	correspond	26
2457	corridor	2
2458	corros	3
2459	corrug	1
2460	corrugatediron	1
2461	corrupt	78
2462	corzin	13
2463	cosbi	1
2464	cosic	1
2465	cosmeniov	1
2466	cosminov	1
2467	cost	41
2468	costa	4
2469	costello	1
2470	costelow	1
2471	costli	5
2472	costliest	3
2473	cot	4
2474	coteri	1
2475	cotibua	1
2476	coton	1
2477	cotton	7
2478	couch	2
2479	coue	1
2480	couldnt	54
2481	couldv	1
2482	coulibali	9
2483	council	43
2484	councilman	1
2485	counsel	24
2486	counselor	2
2487	count	79
2488	counter	19
2489	counterattack	4
2490	counterintellig	4
2491	counternarcot	1
2492	counterpart	5
2493	counterpunch	2
2494	counterrevolutionari	1
2495	counterterror	11
2496	counti	35
2497	countless	1
2498	countri	411
2499	countryman	7
2500	countrymen	8
2501	countrysid	15
2502	countryspan	1
2503	coup	43
2504	coupdetour	1
2505	coupl	40
2506	courag	11
2507	courier	3
2508	cours	62
2509	court	190
2510	courtappoint	2
2511	courtesi	1
2512	courthous	4
2513	courtland	1
2514	courtroom	7
2515	courtsid	2
2516	courtyard	6
2517	cousin	4
2518	coustunitza	1
2519	coven	1
2520	coverdel	3
2521	coverup	1
2522	covic	3
2523	cow	7
2524	coward	2
2525	cowardli	15
2526	cowboy	3
2527	cower	3
2528	cowl	1
2529	cpn	2
2530	crabbi	1
2531	crack	32
2532	crackdown	10
2533	crackl	2
2534	cradl	1
2535	craft	19
2536	crafti	2
2537	cragey	3
2538	craggi	1
2539	craig	13
2540	cram	3
2541	cramp	8
2542	crane	18
2543	cranni	1
2544	crap	1
2545	crash	85
2546	crater	6
2547	crave	2
2548	crawl	9
2549	crazi	7
2550	creak	1
2551	creaki	2
2552	cream	3
2553	creasingli	1
2554	creat	49
2555	creation	5
2556	creativ	2
2557	creator	1
2558	credenc	2
2559	credenti	16
2560	credibl	42
2561	credit	20
2562	creditor	4
2563	cree	1
2564	creed	2
2565	creek	1
2566	creep	5
2567	creepi	1
2568	cremat	4
2569	crematoria	1
2570	crematorium	1
2571	crept	6
2572	crescent	1
2573	crest	2
2574	crestfallen	1
2575	crevic	1
2576	crew	133
2577	crewman	4
2578	crewmemb	5
2579	crewmen	10
2580	cri	38
2581	crime	78
2582	crimefight	1
2583	crimin	105
2584	criminolog	1
2585	crippl	39
2586	crise	14
2587	crisi	54
2588	crisp	3
2589	cristo	1
2590	criteria	2
2591	critic	121
2592	croat	3
2593	croatia	14
2594	croatian	2
2595	croifl	1
2596	croni	18
2597	crook	7
2598	crop	3
2599	crosbi	5
2600	crosscourt	7
2601	crossfir	1
2602	crossleg	2
2603	crouch	12
2604	crous	1
2605	crow	1
2606	crowbar	6
2607	crowd	104
2608	crowdpleas	2
2609	crowley	10
2610	crown	8
2611	crucial	21
2612	crucifi	1
2613	crude	1
2614	crue	1
2615	cruel	3
2616	cruelti	3
2617	cruis	16
2618	cruiser	3
2619	cruman	1
2620	crumbl	21
2621	crumpl	3
2622	crusad	4
2623	crush	22
2624	crust	1
2625	crutch	6
2626	cruz	1
2627	crwrc	1
2628	cryptic	1
2629	crystal	2
2630	cs	1
2631	cuba	9
2632	cuban	2
2633	cubanamerican	2
2634	cue	1
2635	cuellar	6
2636	culdesac	1
2637	culmin	8
2638	culpabl	1
2639	culprit	9
2640	cultiv	2
2641	cultur	11
2642	cummin	2
2643	cun	5
2644	cuomo	3
2645	cup	9
2646	cupboard	1
2647	curb	4
2648	curdl	1
2649	cure	1
2650	curfew	10
2651	curios	2
2652	curiou	9
2653	currenc	2
2654	current	52
2655	curriculum	4
2656	curs	4
2657	cursori	1
2658	curt	2
2659	curtail	4
2660	curtain	3
2661	curti	3
2662	curv	3
2663	cush	2
2664	cusp	1
2665	cussin	2
2666	custodi	21
2667	custodian	3
2668	custom	9
2669	customari	2
2670	cut	113
2671	cutback	1
2672	cutigua	1
2673	cutter	7
2674	cw	1
2675	cybercaf	1
2676	cybernet	1
2677	cycl	3
2678	cyclon	1
2679	cylind	1
2680	cylindr	1
2681	cynic	9
2682	cypru	1
2683	cyr	1
2684	czarist	1
2685	czaristera	1
2686	czech	14
2687	czechoslovakian	1
2688	dad	11
2689	dada	1
2690	dadiv	1
2691	daejung	5
2692	daewoo	5
2693	dagestan	3
2694	dagger	3
2695	daili	29
2696	daja	2
2697	dakota	19
2698	dakotan	1
2699	dakouri	1
2700	dalal	1
2701	dale	2
2702	daley	7
2703	dalla	30
2704	dallasarea	5
2705	dallasbas	2
2706	dallasfort	2
2707	dalworthington	1
2708	dam	1
2709	damag	154
2710	damascu	2
2711	dame	1
2712	damir	3
2713	dammaj	1
2714	damor	1
2715	damp	1
2716	dampen	2
2717	dan	18
2718	dana	2
2719	danah	4
2720	danburi	1
2721	danc	11
2722	dancer	3
2723	dandelion	1
2724	dane	1
2725	danewich	1
2726	danforth	3
2727	danger	103
2728	dangl	2
2729	daniel	19
2730	daniela	6
2731	daniil	2
2732	danni	1
2733	danzig	4
2734	daoud	1
2735	dapist	1
2736	dar	5
2737	darden	1
2738	dare	15
2739	daren	7
2740	dark	28
2741	darken	3
2742	darkhair	2
2743	darl	1
2744	darn	1
2745	darrel	2
2746	dart	1
2747	darwinian	1
2748	daschl	11
2749	dash	4
2750	dashboard	1
2751	data	4
2752	date	27
2753	datelin	7
2754	daughter	54
2755	daughterinlaw	2
2756	daunt	6
2757	dave	18
2758	davenport	44
2759	davi	4
2760	david	58
2761	davidian	2
2762	davidstyl	1
2763	dawn	21
2764	daybreak	3
2765	daybyday	1
2766	dayeb	1
2767	daylight	4
2768	daytoday	2
2769	dayton	9
2770	daytona	1
2771	daytonhudson	3
2772	daze	4
2773	dazesurvivor	1
2774	dc	14
2775	dcalif	1
2776	dconn	3
2777	dd	1
2778	dday	1
2779	dea	1
2780	deactiv	2
2781	dead	164
2782	deadli	53
2783	deadliest	16
2784	deadlin	13
2785	deadlock	3
2786	deadon	1
2787	deaf	1
2788	deal	98
2789	dealt	6
2790	dean	5
2791	dear	5
2792	dearborn	1
2793	dearli	3
2794	death	210
2795	deathdefi	1
2796	deathrow	1
2797	debar	1
2798	debat	65
2799	debbi	5
2800	deborah	3
2801	debra	2
2802	debri	47
2803	debt	14
2804	debut	1
2805	dec	48
2806	decad	81
2807	decadesold	2
2808	decay	2
2809	deceas	8
2810	deceit	1
2811	decemb	79
2812	decent	2
2813	decentr	3
2814	decept	1
2815	decibel	1
2816	decid	103
2817	decidedli	1
2818	decis	173
2819	decisionmak	2
2820	deck	44
2821	declar	99
2822	declassifi	2
2823	declin	48
2824	decod	2
2825	decompos	1
2826	decor	2
2827	decrat	2
2828	decre	2
2829	decri	3
2830	dedic	9
2831	dedinj	5
2832	dee	1
2833	deed	3
2834	deem	8
2835	deep	42
2836	deepen	5
2837	deeper	3
2838	deepest	1
2839	deepli	23
2840	deepsea	4
2841	deepseat	2
2842	deepwat	6
2843	defac	1
2844	default	2
2845	defeat	143
2846	defect	2
2847	defenc	3
2848	defend	121
2849	defens	153
2850	defer	2
2851	defi	5
2852	defianc	7
2853	defiant	6
2854	defiantli	2
2855	defici	1
2856	deficit	11
2857	defin	7
2858	definit	37
2859	deflat	1
2860	deflect	5
2861	defoli	1
2862	defolt	1
2863	deforest	10
2864	defraud	3
2865	defunct	1
2866	defus	3
2867	degr	1
2868	degrad	4
2869	degre	30
2870	dehuman	1
2871	dehydr	3
2872	del	11
2873	delawar	25
2874	delay	34
2875	deleg	10
2876	delhi	17
2877	deli	1
2878	deliber	15
2879	delic	7
2880	delici	1
2881	delight	5
2882	deliv	36
2883	deliveri	2
2884	dell	1
2885	delsaut	2
2886	delta	9
2887	delus	2
2888	delv	1
2889	demaci	1
2890	demagogu	2
2891	demand	75
2892	demarc	1
2893	demean	1
2894	demeanor	2
2895	dementieva	5
2896	demick	1
2897	demilitar	1
2898	demis	6
2899	democraci	72
2900	democrat	188
2901	democratich	1
2902	demograph	1
2903	demolish	4
2904	demolit	5
2905	demon	4
2906	demonstr	88
2907	demot	2
2908	demur	1
2909	demystifi	1
2910	dengu	1
2911	deni	95
2912	denial	5
2913	denigr	1
2914	denis	14
2915	denisa	3
2916	denn	1
2917	denni	8
2918	denomin	1
2919	denounc	13
2920	dens	4
2921	dent	2
2922	dental	1
2923	denver	21
2924	depart	180
2925	departur	20
2926	depend	34
2927	depict	1
2928	deplan	1
2929	deplet	2
2930	deplor	2
2931	deploy	22
2932	deport	3
2933	deportieren	1
2934	depos	7
2935	deposit	4
2936	depot	4
2937	depress	3
2938	depriv	1
2939	depth	12
2940	deputi	46
2941	dequia	2
2942	derail	1
2943	derelict	1
2944	deriv	3
2945	desai	1
2946	descend	18
2947	descent	9
2948	describ	80
2949	descript	8
2950	desegreg	1
2951	desert	31
2952	desertstyl	3
2953	deserv	15
2954	deservedli	2
2955	design	34
2956	designe	1
2957	desir	15
2958	desirepaulin	1
2959	desist	3
2960	desk	6
2961	desol	1
2962	despair	6
2963	desper	39
2964	despic	12
2965	despis	3
2966	despit	116
2967	despot	1
2968	destabil	3
2969	destin	10
2970	destini	1
2971	destitut	1
2972	destroy	227
2973	destruct	27
2974	desvid	1
2975	detach	3
2976	detail	89
2977	detain	31
2978	detaine	2
2979	detat	7
2980	detect	14
2981	detector	1
2982	detent	10
2983	deter	15
2984	deterg	1
2985	deterior	11
2986	determin	101
2987	deterr	2
2988	detest	1
2989	deton	30
2990	detour	4
2991	detritu	1
2992	detroit	3
2993	deuc	12
2994	deutch	8
2995	deutsch	1
2996	devast	58
2997	devastatingli	1
2998	develop	97
2999	deviat	1
3000	devic	15
3001	devilish	1
3002	devis	1
3003	devot	15
3004	devour	2
3005	devoutli	1
3006	dewat	2
3007	dewin	2
3008	dga	2
3009	dhabi	4
3010	dhahran	12
3011	dharan	1
3012	dhingra	1
3013	dhrumal	1
3014	diabak	1
3015	diagnos	5
3016	diagnosi	1
3017	diagnost	1
3018	diagnostico	1
3019	diagram	1
3020	dialect	1
3021	diallo	2
3022	dialo	3
3023	dialogu	8
3024	diamet	3
3025	diamond	3
3026	dian	2
3027	diann	3
3028	diari	1
3029	diarrhea	2
3030	diaz	2
3031	dick	36
3032	dickinson	1
3033	dictablanda	1
3034	dictadura	1
3035	dictat	29
3036	dictatori	3
3037	dictatorship	10
3038	diction	4
3039	dictionari	1
3040	dictment	1
3041	didnt	128
3042	die	192
3043	diego	5
3044	dienstbier	2
3045	diesel	2
3046	diet	3
3047	difficult	84
3048	difficulti	21
3049	diffus	1
3050	dig	49
3051	digest	1
3052	digger	3
3053	digit	2
3054	dignitari	5
3055	digniti	8
3056	dilapid	1
3057	dilemma	4
3058	dilfer	1
3059	dilig	1
3060	dilut	1
3061	dime	1
3062	dimens	2
3063	diminish	5
3064	diminut	1
3065	dimitr	1
3066	dimitri	2
3067	dimmer	1
3068	dina	1
3069	dinar	2
3070	dind	3
3071	dine	8
3072	dinghi	4
3073	dingi	1
3074	dinh	2
3075	dinkic	3
3076	dinner	10
3077	dioulo	1
3078	dip	2
3079	diplomaci	8
3080	diplomat	69
3081	diplospeak	4
3082	dire	1
3083	direct	75
3084	directli	40
3085	director	101
3086	directorgener	2
3087	diring	1
3088	dirksen	1
3089	dirt	33
3090	dirtentrust	1
3091	dirti	11
3092	dirtiest	1
3093	dirtpack	1
3094	dirtpoor	3
3095	disabl	4
3096	disadvantag	1
3097	disaffect	1
3098	disagr	3
3099	disagre	8
