t_index	term	df
10191	serga	8
10192	sergaev	1
10193	sergeant	2
10194	sergei	1
10195	sergeyev	1
10196	sergio	8
10197	serheo	1
10198	seri	38
10199	serial	5
10200	seriou	39
10201	serious	31
10202	sermon	3
10203	serov	1
10204	serv	187
10205	servant	6
10206	serveandvolley	5
10207	servic	203
10208	servicemen	24
10209	servil	1
10210	sesam	1
10211	seselj	2
10212	session	39
10213	set	232
10214	setback	5
10215	seth	1
10216	setinya	1
10217	settl	33
10218	settlement	8
10219	seven	130
10220	sevengam	2
10221	sevenpag	1
10222	sevenperson	1
10223	sevenstori	1
10224	seventeen	16
10225	seventerm	2
10226	seventh	30
10227	seventhseed	1
10228	seventi	1
10229	sevenway	1
10230	sevenweek	4
10231	sevenyear	3
10232	sevenyearlong	1
10233	sevenyearold	1
10234	severin	1
10235	severodvinsk	1
10236	severomorsk	4
10237	sew	1
10238	sewag	4
10239	sewart	1
10240	sex	8
10241	sexual	15
10242	seymour	1
10243	sgt	5
10244	shaar	2
10245	shab	2
10246	shabtai	1
10247	shack	7
10248	shade	2
10249	shadow	17
10250	shadowi	8
10251	shaeffer	1
10252	shaft	3
10253	shah	4
10254	shaheen	1
10255	shaher	1
10256	shailesh	1
10257	shajea	1
10258	shake	28
10259	shaken	11
10260	shaki	2
10261	shalikashvili	1
10262	shallow	3
10263	shallowwat	1
10264	sham	2
10265	shambl	3
10266	shame	6
10267	shamshran	1
10268	shane	1
10269	shannon	1
10270	shantytown	5
10271	shape	27
10272	shapeless	1
10273	shapeup	1
10274	shapiro	1
10275	shard	3
10276	share	39
10277	shargel	1
10278	sharm	3
10279	sharon	2
10280	sharp	13
10281	sharpen	2
10282	sharper	1
10283	sharpli	14
10284	shatter	33
10285	shaughnessi	3
10286	shave	1
10287	shavit	1
10288	shaw	3
10289	shawn	3
10290	shea	1
10291	sheaf	1
10292	shear	2
10293	sheath	1
10294	shebeck	1
10295	shebek	1
10296	shed	10
10297	sheehan	2
10298	sheehen	1
10299	sheepish	1
10300	sheepishli	1
10301	sheer	3
10302	sheet	22
10303	sheik	5
10304	sheikh	2
10305	sheila	1
10306	shelf	3
10307	shell	13
10308	shelle	4
10309	shelli	1
10310	shelten	1
10311	shelter	22
10312	shelti	1
10313	shelton	6
10314	shelv	2
10315	shemter	1
10316	shephard	1
10317	shepherd	4
10318	sheriff	14
10319	sherman	1
10320	sherri	3
10321	sheryl	1
10322	shi	5
10323	shiela	1
10324	shield	8
10325	shift	20
10326	shiit	3
10327	shine	10
10328	shini	2
10329	ship	193
10330	shipboard	1
10331	shipbuild	6
10332	shipman	1
10333	shipmat	13
10334	shipment	1
10335	shipyard	8
10336	shirley	1
10337	shirt	12
10338	shirtless	2
10339	shiver	1
10340	shkval	7
10341	shlomo	1
10342	shock	43
10343	shoddi	1
10344	shoddili	1
10345	shoe	15
10346	shoeed	1
10347	shoeleath	2
10348	sholti	1
10349	shook	46
10350	shoot	20
10351	shootout	4
10352	shop	53
10353	shopkeep	2
10354	shoplift	2
10355	shopper	1
10356	shore	18
10357	shorelin	1
10358	short	92
10359	shortag	16
10360	shortchang	2
10361	shortcom	4
10362	shortcut	1
10363	shorter	3
10364	shortest	1
10365	shortfal	2
10366	shorthand	2
10367	shortli	47
10368	shortliv	4
10369	shortsleev	1
10370	shortstaf	1
10371	shortterm	3
10372	shot	76
10373	shotgun	18
10374	shotmak	1
10375	shoulder	16
10376	shouldnt	13
10377	shouldv	1
10378	shout	29
10379	shove	5
10380	shovel	12
10381	showcas	2
10382	showdown	12
10383	shower	7
10384	shown	20
10385	shrank	4
10386	shrapnel	1
10387	shred	5
10388	shreveport	2
10389	shrewd	4
10390	shrill	1
10391	shrine	1
10392	shriner	1
10393	shrink	6
10394	shrunk	1
10395	shukla	2
10396	shuler	1
10397	shultz	3
10398	shun	2
10399	shusaki	3
10400	shut	27
10401	shutdown	1
10402	shutter	2
10403	shuttl	4
10404	sicili	2
10405	sick	8
10406	sidelin	11
10407	sidestep	4
10408	sideway	1
10409	sidl	7
10410	sidot	1
10411	sieg	9
10412	siemerink	1
10413	sierra	4
10414	siev	11
10415	siewert	24
10416	sifford	16
10417	sift	11
10418	sigh	3
10419	sight	25
10420	sightse	4
10421	sign	133
10422	signal	34
10423	signalman	1
10424	signatur	7
10425	signifi	1
10426	signific	41
10427	significantli	9
10428	sigonella	2
10429	sikh	1
10430	silberl	1
10431	silenc	19
10432	silent	19
10433	sill	1
10434	silli	1
10435	silliman	1
10436	silo	3
10437	silt	1
10438	silva	1
10439	silver	8
10440	silvertongu	2
10441	silvia	3
10442	silvija	2
10443	simeon	1
10444	simil	1
10445	similar	47
10446	similarli	5
10447	simmer	3
10448	simmon	3
10449	simpl	19
10450	simpler	1
10451	simpli	46
10452	simul	1
10453	simultan	8
10454	sincer	5
10455	sindh	2
10456	sing	6
10457	singapor	3
10458	singaporean	1
10459	singer	7
10460	singh	4
10461	singl	50
10462	singledigit	1
10463	singlestori	1
10464	singular	1
10465	singularli	1
10466	sinha	1
10467	sink	32
10468	siobhan	1
10469	sion	1
10470	sip	6
10471	sir	5
10472	sirah	1
10473	siren	1
10474	siriman	1
10475	sister	45
10476	sisterinlaw	1
10477	sit	37
10478	site	80
10479	sitin	2
10480	situat	82
10481	six	149
10482	sixb	1
10483	sixbunk	1
10484	sixday	1
10485	sixfoot	2
10486	sixhour	2
10487	sixman	1
10488	sixmemb	1
10489	sixmonth	1
10490	sixseat	3
10491	sixstori	1
10492	sixteen	3
10493	sixth	32
10494	sixthseed	3
10495	sixti	1
10496	sixvehicl	1
10497	sixweek	5
10498	sixyear	3
10499	sixyearlong	1
10500	siyaram	1
10501	sizabl	2
10502	sizzl	2
10503	skeptic	10
10504	sketch	11
10505	sketchi	14
10506	skiff	10
10507	skill	13
10508	skim	8
10509	skip	8
10510	skipper	5
10511	skirmish	1
10512	skirt	5
10513	skull	3
10514	sky	18
10515	skyscrap	4
10516	slab	15
10517	slade	7
10518	slain	10
10519	slam	58
10520	slant	2
10521	slap	3
10522	slash	4
10523	slat	1
10524	slate	6
10525	slater	2
10526	slaughterhous	1
10527	slava	1
10528	slavador	1
10529	slavica	1
10530	slavija	2
10531	slavish	1
10532	slavo	1
10533	slavoljub	1
10534	slay	12
10535	sledgehamm	3
10536	sleep	36
10537	sleepless	1
10538	sleight	1
10539	slender	1
10540	slenderest	1
10541	slept	8
10542	slice	10
10543	slid	2
10544	slide	3
10545	slight	6
10546	slightest	3
10547	slightli	27
10548	slim	10
10549	slime	1
10550	slip	30
10551	slippag	1
10552	sliver	2
10553	slm	2
10554	slobadon	1
10555	slobo	3
10556	slobodan	126
10557	slocomb	1
10558	slogan	12
10559	slope	2
10560	sloppi	5
10561	slouch	1
10562	slovakia	8
10563	slovakian	1
10564	slow	38
10565	slowdown	2
10566	slowest	2
10567	slowfoot	1
10568	slowli	26
10569	slowmov	1
10570	slug	1
10571	sluggish	4
10572	slump	6
10573	slur	1
10574	smack	4
10575	smaltz	1
10576	smart	2
10577	smarter	2
10578	smartest	1
10579	smartli	1
10580	smash	25
10581	smear	3
10582	smederevska	2
10583	smell	7
10584	smile	36
10585	smit	1
10586	smith	21
10587	smithvil	1
10588	smitten	1
10589	smog	2
10590	smoggiest	1
10591	smoke	26
10592	smoker	1
10593	smokescreen	1
10594	smokey	1
10595	smolder	1
10596	smolinski	1
10597	smooth	9
10598	smoothli	2
10599	smother	2
10600	smuggl	3
10601	snack	2
10602	snake	1
10603	snap	9
10604	snapper	1
10605	snappi	1
10606	snare	1
10607	snarl	1
10608	snatch	8
10609	sneak	3
10610	sneaker	1
10611	sneakerclad	1
10612	sneet	1
10613	snif	3
10614	sniff	1
10615	sniffer	13
10616	snipe	1
10617	sniper	1
10618	snippet	2
10619	snitch	3
10620	snjezana	1
10621	snour	1
10622	snow	11
10623	snowcov	1
10624	snowfal	1
10625	snowstorm	2
10626	snyder	1
10627	soak	2
10628	soap	1
10629	soapoperat	1
10630	soar	7
10631	sob	3
10632	sober	2
10633	socal	10
10634	soccer	4
10635	social	33
10636	socialist	36
10637	societi	34
10638	sock	3
10639	socotra	2
10640	socti	1
10641	sod	1
10642	sofa	2
10643	soft	10
10644	soften	4
10645	softli	1
10646	softspoken	2
10647	softwar	7
10648	soglasiy	1
10649	soil	7
10650	sojourn	1
10651	solanki	1
10652	solari	1
10653	sold	19
10654	soldier	97
10655	sole	9
10656	solemn	4
10657	solemnli	1
10658	solicit	1
10659	solid	15
10660	solidar	6
10661	solidifi	2
10662	solidli	1
10663	solitari	2
10664	solitud	1
10665	solomon	1
10666	solorzano	2
10667	solut	14
10668	solv	6
10669	somali	2
10670	somalia	8
10671	somaliborn	1
10672	somber	6
10673	somberli	2
10674	somebodi	22
10675	someday	5
10676	somehow	16
10677	someplac	1
10678	sometim	50
10679	somewhat	9
10680	somo	1
10681	son	114
10682	sonar	2
10683	song	3
10684	songwrit	3
10685	sonia	3
10686	soninlaw	3
10687	sonni	1
10688	soon	94
10689	sooner	5
10690	soontob	1
10691	sooooo	1
10692	soot	1
10693	sooti	1
10694	sop	1
10695	sophist	22
10696	sordid	1
10697	sore	8
10698	sorri	4
10699	sorrow	3
10700	sort	53
10701	sorti	1
10702	sosonati	7
10703	soto	3
10704	souc	1
10705	sought	50
10706	soul	4
10707	soumaila	1
10708	sound	56
10709	soundli	3
10710	soundproof	1
10711	soup	3
10712	soupstirr	1
10713	sour	2
10714	sourc	93
10715	south	123
10716	southcentr	1
10717	southeast	36
10718	southeastern	10
10719	southern	67
10720	southwest	19
10721	southwestern	6
10722	souvenir	2
10723	sovereign	2
10724	sovereignti	8
10725	soviet	29
10726	sovietera	5
10727	soxon	1
10728	sp	2
10729	space	19
10730	spaciou	1
10731	spain	20
10732	span	6
10733	spangl	1
10734	spaniard	2
10735	spaniel	1
10736	spanish	13
10737	spanishlanguag	3
10738	spanishspeak	6
10739	spare	9
10740	spark	18
10741	spasski	2
10742	spat	1
10743	spate	3
10744	speak	120
10745	speaker	19
10746	spear	1
10747	spearhead	3
10748	speci	1
10749	special	111
10750	specialist	21
10751	specif	55
10752	specifi	13
10753	spectacl	3
10754	spectacular	4
10755	spectat	7
10756	specter	3
10757	spectrum	1
10758	specul	44
10759	sped	4
10760	speech	62
10761	speed	31
10762	speedboat	1
10763	speedi	1
10764	speedskat	1
10765	spell	9
10766	spenc	3
10767	spencer	6
10768	spend	57
10769	spent	74
10770	sperl	2
10771	sphere	1
10772	spi	66
10773	spielberg	1
10774	spill	4
10775	spin	4
10776	spindoctor	1
10777	spine	2
10778	spiral	4
10779	spire	1
10780	spirit	18
10781	spiritu	3
10782	spite	5
10783	splash	1
10784	splashdown	1
10785	splatter	1
10786	splint	1
10787	splinter	3
10788	splinz	1
10789	split	23
10790	spode	1
10791	spoil	11
10792	spoiler	3
10793	spokan	1
10794	spoke	76
10795	spoken	21
10796	spokesman	184
10797	spokesmen	4
10798	spokeswoman	28
10799	sponsor	15
10800	sponsorship	2
10801	spontan	4
10802	spook	1
10803	sporad	1
10804	sport	59
10805	sportsmen	1
10806	spot	33
10807	spotlight	14
10808	spotti	6
10809	spous	7
10810	spragu	1
10811	spraig	1
10812	sprain	7
10813	sprawl	8
10814	spray	6
10815	spread	53
10816	spree	2
10817	spring	28
10818	springfield	3
10819	sprinkl	2
10820	sprint	5
10821	sprout	2
10822	spruanceclass	1
10823	sprung	2
10824	spun	1
10825	spur	5
10826	spyd	1
10827	spymast	19
10828	squabbl	1
10829	squad	23
10830	squadron	1
10831	squall	3
10832	squander	2
10833	squar	22
10834	squaremil	1
10835	squat	1
10836	squatter	3
10837	squeak	2
10838	squeamish	1
10839	squeez	7
10840	squirrel	2
10841	squish	1
10842	sr	3
10843	srdic	4
10844	srebrenica	1
10845	srpska	1
10846	stab	9
10847	stabenow	5
10848	stabil	43
10849	stabl	21
10850	stacey	1
10851	staci	1
10852	stack	8
10853	stadium	13
10854	staf	3
10855	staff	67
10856	staffer	2
10857	staffinr	1
10858	stafford	4
10859	stage	49
10860	stagger	9
10861	stain	3
10862	stainedglass	3
10863	stair	3
10864	stairwel	4
10865	stake	24
10866	stalem	6
10867	stalin	2
10868	stalinist	1
10869	stalk	2
10870	stall	4
10871	stambol	2
10872	stambuk	1
10873	stamenkov	2
10874	stamina	1
10875	stammer	1
10876	stamped	4
10877	stanc	5
10878	stand	124
10879	standard	18
10880	standbi	1
10881	standingroom	2
10882	standoff	10
10883	standpoint	1
10884	standstil	6
10885	stanley	4
10886	stapl	1
10887	star	32
10888	stare	7
10889	stark	5
10890	starkli	1
10891	starr	1
10892	starrr	1
10893	starstud	1
10894	start	160
10895	startelegram	1
10896	startl	2
10897	starv	1
10898	stash	1
10899	stasio	1
10900	statebuild	1
10901	statecontrol	4
10902	statehous	4
10903	stateless	1
10904	statement	104
10905	stateofth	1
10906	stateoftheart	2
10907	stateown	4
10908	stateroom	1
10909	staterun	25
10910	statesman	2
10911	statesponsor	6
10912	statewid	5
10913	station	121
10914	stationeri	1
10915	statist	13
10916	statu	18
10917	statur	4
10918	statut	5
10919	staunch	2
10920	staunchest	2
10921	staunchli	2
10922	stay	148
10923	stcenturi	1
10924	stead	1
10925	steadfast	1
10926	steadi	4
10927	steadili	4
10928	steal	27
10929	stealer	1
10930	stealth	1
10931	stealthi	1
10932	stealthier	1
10933	stealthili	1
10934	steam	6
10935	steami	1
10936	steel	28
10937	steelentangl	1
10938	steenbuch	1
10939	steep	15
10940	steer	8
10941	stefan	1
10942	stefano	5
10943	stefanov	4
10944	steffi	1
10945	steinberg	1
10946	steindorff	1
10947	stell	1
10948	stellar	1
10949	stem	15
10950	stemmo	1
10951	stenberg	1
10952	stench	2
10953	step	135
10954	stepdown	1
10955	stephani	1
10956	stephanopoulo	1
10957	stephen	7
10958	stepmoth	1
10959	steppingston	1
10960	stepson	1
10961	stereo	1
10962	sterl	3
10963	stern	13
10964	sternavich	1
10965	sternfac	1
10966	sternli	2
10967	steskic	1
10968	stevan	3
10969	steve	10
10970	stevedor	1
10971	steven	3
10972	stevenson	4
10973	stew	1
10974	stewardship	4
10975	stewart	2
10976	stick	18
10977	sticker	2
10978	sticki	1
10979	stickier	4
10980	stiff	3
10981	stifl	2
10982	stigmat	1
10983	stillburi	1
10984	stipend	1
10985	stipul	4
10986	stir	14
10987	stirrup	1
10988	stitch	1
10989	stock	5
10990	stocki	1
10991	stockpil	5
10992	stoical	1
10993	stojanov	1
10994	stojiljikov	1
10995	stojiljkov	3
10996	stoke	4
10997	stoko	1
10998	stokov	1
10999	stole	25
11000	stolen	13
11001	stolt	1
11002	stomach	6
11003	stomachchurn	1
11004	stomp	1
11005	stone	18
11006	stonewal	1
11007	stoni	3
11008	stood	66
11009	stool	2
11010	stopgap	2
11011	stopov	4
11012	stoppag	6
11013	stopper	1
11014	storag	3
11015	store	67
11016	storey	1
11017	stori	81
11018	storm	46
11019	stormi	2
11020	storybook	1
11021	stosic	2
11022	stoutli	1
11023	stowag	1
11024	stoyan	1
11025	straddl	1
11026	straight	24
11027	straighten	1
11028	straightfac	1
11029	straightforward	4
11030	straightset	1
11031	strain	4
11032	strait	2
11033	straition	1
11034	strakov	1
11035	strand	3
11036	strang	9
11037	stranger	6
11038	strangl	1
11039	stranglehold	1
11040	strateg	18
11041	strategeri	1
11042	strategi	20
11043	strategist	7
11044	straw	1
11045	stray	2
11046	streak	16
11047	stream	14
11048	streamlin	1
11049	stree	1
11050	street	176
11051	strength	18
11052	strengthen	27
11053	strenuous	1
11054	stress	33
11055	stretch	30
11056	stretcher	13
11057	strewn	3
11058	stricken	11
11059	strickland	2
11060	strict	5
11061	stricter	1
11062	strictli	7
11063	strictur	1
11064	strident	1
11065	strife	2
11066	strike	85
11067	strikebound	5
11068	strikebreak	3
11069	striker	12
11070	string	14
11071	stringent	2
11072	stringfellow	5
11073	strip	24
11074	stripe	3
11075	strive	7
11076	strode	1
11077	stroke	10
11078	stroll	1
11079	strom	1
11080	strong	96
11081	stronger	17
11082	strongest	10
11083	stronghold	27
11084	strongli	15
11085	strongman	8
11086	strongmen	1
11087	strother	1
11088	strove	1
11089	struck	45
11090	structur	19
11091	struggl	72
11092	stuart	1
11093	stubb	1
11094	stubborn	1
11095	stubbornli	1
11096	stuck	9
11097	student	53
11098	studentrun	1
11099	studi	38
11100	studio	3
11101	stuf	1
11102	stuff	6
11103	stumbl	13
11104	stump	1
11105	stun	40
11106	stung	3
11107	stunningli	2
11108	stunt	2
11109	sturdi	1
11110	sturdier	1
11111	style	20
11112	stymi	1
11113	suarez	3
11114	sub	21
11115	subcommitte	2
11116	subcontin	3
11117	subdu	7
11118	subgroup	1
11119	subject	39
11120	subjug	1
11121	submachin	2
11122	submarin	63
11123	submerg	5
11124	submers	3
11125	submit	25
11126	subordin	1
11127	subpoena	1
11128	subsaharan	3
11129	subscrib	1
11130	subsequ	9
11131	subsid	4
11132	subsidi	1
11133	subsidiari	3
11134	subsist	1
11135	substanc	6
11136	substandard	2
11137	substanti	17
11138	substitut	4
11139	subterranean	1
11140	subtext	2
11141	subtl	1
11142	suburb	26
11143	suburban	11
11144	subvers	3
11145	subvert	3
11146	subway	1
11147	succ	1
11148	succeed	32
11149	success	70
11150	successor	39
11151	succumb	2
11152	suchitepequez	5
11153	suck	1
11154	sudan	11
11155	sudanes	1
11156	sudden	20
11157	suddenli	17
11158	sue	7
11159	suez	18
11160	suffer	95
11161	suffici	16
11162	suffoc	4
11163	sugarcoat	1
11164	sugari	1
11165	suggest	94
11166	suharto	1
11167	suicid	129
11168	suit	36
11169	suitabl	5
11170	suitcas	5
11171	suitland	1
11172	sukiyaki	1
11173	sullivan	3
11174	sultan	6
11175	sultri	1
11176	sum	2
11177	summar	2
11178	summari	4
11179	summer	23
11180	summit	32
11181	summon	6
11182	sumner	1
11183	sun	22
11184	sunbak	1
11185	sunda	1
11186	sunday	201
11187	sunglass	2
11188	sunherald	1
11189	sunil	1
11190	sunk	7
11191	sunken	25
11192	sunni	4
11193	sunris	1
11194	sunset	4
11195	sunshin	1
11196	sunsplash	1
11197	super	3
11198	superb	2
11199	superbl	2
11200	superfast	1
11201	superintend	1
11202	superior	4
11203	supermarket	6
11204	superpow	2
11205	superstructur	1
11206	supervis	12
11207	supervisor	6
11208	supplement	1
11209	suppli	55
11210	support	271
11211	suppos	19
11212	supposedli	4
11213	supposingli	1
11214	suppress	12
11215	suprem	47
11216	supremaci	2
11217	supremacist	1
11218	surat	3
11219	surebet	1
11220	surf	2
11221	surfac	28
11222	surg	14
11223	surgeon	9
11224	surgeri	13
11225	surgic	3
11226	surnia	1
11227	surpass	5
11228	surplu	3
11229	surpris	52
11230	surprisingli	4
11231	surreal	4
11232	surrend	34
11233	surrog	5
11234	surround	61
11235	surveil	17
11236	survey	26
11237	surviv	100
11238	survivor	92
11239	susa	1
11240	susan	35
11241	susann	1
11242	suscept	2
11243	susi	3
11244	suspect	142
11245	suspend	25
11246	suspens	9
11247	suspici	13
11248	suspicion	36
11249	sustain	13
11250	susten	1
11251	sutyagin	1
11252	svilanov	3
11253	swab	1
11254	swagger	1
11255	swallow	4
11256	swami	3
11257	swamimarayan	1
11258	swamp	1
11259	swan	3
11260	swap	6
11261	swarm	16
11262	swat	7
11263	sway	17
11264	swear	6
11265	swearingin	5
11266	sweat	4
11267	sweater	3
11268	sweati	6
11269	sweatsoak	1
11270	swede	2
11271	sweden	5
11272	sweep	21
11273	sweet	3
11274	sweeten	1
11275	sweetheart	2
11276	swell	14
11277	swelter	1
11278	swenchoni	1
11279	swept	39
11280	swift	11
11281	swiftli	5
11282	swim	5
11283	swing	5
11284	swipe	1
11285	swirl	2
11286	swiss	16
11287	swissbas	1
11288	switch	20
11289	switzerland	25
11290	swivel	1
11291	swollen	2
11292	swoon	1
11293	swoop	1
11294	sword	1
11295	swore	3
11296	sworn	29
11297	swung	1
11298	sy	2
11299	sydney	10
11300	sylvest	1
11301	sylvia	1
11302	symbiones	4
11303	symbol	31
11304	symington	2
11305	symmetri	1
11306	sympath	2
11307	sympathet	8
11308	sympathi	8
11309	symphoni	1
11310	symptom	2
11311	sync	1
11312	syndic	1
11313	synonym	1
11314	syria	2
11315	syrian	6
11316	syrianborn	2
11317	syring	1
11318	system	82
11319	systemat	3
11320	tabara	3
11321	tabl	18
11322	tableau	2
11323	tableaux	1
11324	tablecloth	2
11325	tabloid	2
11326	tabul	5
11327	tacitli	1
11328	tackl	4
11329	tacoma	1
11330	tactic	15
11331	tactician	2
11332	tadic	2
11333	taffeta	1
11334	tag	1
11335	taha	3
11336	taigon	1
11337	tail	1
11338	tailor	11
11339	tailspin	2
11340	taint	10
11341	taiwan	9
11342	taiwanes	2
11343	taiz	1
11344	takeoff	1
11345	takeov	15
11346	taker	1
11347	takla	1
11348	talaja	2
11349	tale	5
11350	talent	8
11351	talib	1
11352	taliban	15
11353	talk	156
11354	talker	1
11355	talkshow	1
11356	tall	8
11357	tallahasse	1
11358	taller	4
11359	talli	15
11360	tamarin	4
11361	tame	7
11362	tamil	1
11363	tamme	1
11364	tampa	4
11365	tamper	3
11366	tanang	1
11367	tanasugarin	1
11368	tanasugarn	3
11369	tandem	1
11370	tangl	11
11371	tanja	1
11372	tanjug	13
11373	tank	25
11374	tanker	2
11375	tankmount	1
11376	tantal	1
11377	tantamount	1
11378	tantrum	1
11379	tanugu	1
11380	tanzania	37
11381	tap	9
11382	tape	20
11383	tar	2
11384	tarawa	2
11385	tardi	1
11386	target	67
11387	tariff	2
11388	tariq	2
11389	tarmac	12
11390	tarnish	2
11391	tarp	3
11392	tarpaulin	3
11393	task	43
11394	tass	1
11395	tast	5
11396	tatter	4
11397	taunt	1
11398	tawdri	1
11399	tawfiq	1
11400	tax	40
11401	taxevas	1
11402	taxi	6
11403	taxpay	2
11404	taxsav	3
11405	taxwrit	1
11406	taylor	2
11407	tea	9
11408	teach	8
11409	teacher	16
11410	team	119
11411	teammat	2
11412	tear	72
11413	tearga	5
11414	tech	1
11415	technic	24
11416	technician	15
11417	techniqu	4
11418	technocrat	1
11419	technolog	42
11420	technologyrel	1
11421	techsourc	2
11422	tecla	11
11423	teddi	1
11424	teem	3
11425	teen	2
11426	teenag	18
11427	teepl	1
11428	teeter	2
11429	teeth	2
11430	tefb	1
11431	tegla	1
11432	tekla	2
11433	tel	4
11434	telar	1
11435	telecommun	2
11436	teleconfer	2
11437	telephon	72
11438	televis	170
11439	televisa	1
11440	televison	1
11441	tell	108
11442	teller	7
11443	tello	2
11444	tem	1
11445	temblor	13
11446	tempel	1
11447	temper	4
11448	temperatur	10
11449	tempestu	1
11450	templ	8
11451	templat	1
11452	tempo	1
11453	temporari	13
11454	temporarili	10
11455	tenabl	1
11456	tenac	1
11457	tenaci	1
11458	tenant	3
11459	tend	11
11460	tendenc	4
11461	tender	4
11462	tenet	2
11463	tenn	8
11464	tennesse	11
11465	tenni	39
11466	tens	18
11467	tension	25
11468	tent	39
11469	tentacl	1
11470	tentdwel	3
11471	tenth	3
11472	tenur	9
11473	tenyear	2
11474	term	111
11475	termend	1
11476	termer	1
11477	termin	15
11478	termlimit	1
11479	tern	1
11480	terr	1
11481	terrain	2
11482	terrel	1
11483	terrenc	12
11484	terri	6
11485	terribl	28
11486	terribly	1
11487	terrif	2
11488	terrifi	9
11489	terrifng	1
11490	terrifyingli	1
11491	territori	22
11492	terror	102
11493	terrorist	203
11494	testament	2
11495	testifi	25
11496	testili	1
11497	testimoni	19
11498	testu	1
11499	testud	9
11500	tethani	1
11501	tether	2
11502	tex	1
11503	texa	95
11504	texaswyom	1
11505	text	6
11506	textbook	1
11507	textil	4
11508	tfor	1
11509	thaan	1
11510	thabo	3
11511	thaci	1
11512	thadani	1
11513	thaerz	1
11514	thahn	1
11515	thailand	2
11516	thakkar	4
11517	thakur	1
11518	thanh	2
11519	thank	117
11520	thanksgiv	2
11521	thankyou	1
11522	thatcher	1
11523	thaul	1
11524	thcenturi	1
11525	theater	5
11526	theaterintheround	2
11527	theeyear	1
11528	theft	2
11529	theme	7
11530	themselv	76
11531	thenagricultur	2
11532	thenmissouri	1
11533	thenpresid	1
11534	thenu	3
11535	theodor	2
11536	theolog	2
11537	theoret	3
11538	theori	29
11539	theoriz	4
11540	thepaid	1
11541	therapi	1
11542	thereaft	1
11543	therebi	2
11544	therein	1
11545	therel	2
11546	therer	2
11547	theresa	1
11548	thermomet	2
11549	thescap	1
11550	thesi	1
11551	thevenot	2
11552	theyd	1
11553	theyll	13
11554	theyr	63
11555	theyv	34
11556	thick	15
11557	thicker	3
11558	thief	1
11559	thiessen	1
11560	thiev	6
11561	thigh	2
11562	thinker	1
11563	thinner	1
11564	third	124
11565	thirdhighest	1
11566	thirdlargest	5
11567	thirdli	1
11568	thirdparti	2
11569	thirdplac	1
11570	thirdround	1
11571	thirdseed	9
11572	thirdset	3
11573	thirdworld	1
11574	thirteen	3
11575	thirti	1
11576	thirtynin	6
11577	thirtysometh	1
11578	thirtythre	4
11579	thoma	18
11580	thompson	4
11581	thorbjoern	2
11582	thorbjorn	1
11583	thorn	1
11584	thornburgh	1
11585	thornel	1
11586	thorni	1
11587	thorough	3
11588	thoroughfar	3
11589	thoroughli	1
11590	thousand	156
11591	thrash	1
11592	thread	4
11593	threadbar	1
11594	threat	104
11595	threatcon	1
11596	threaten	46
11597	threeday	16
11598	threefifth	1
11599	threefourth	1
11600	threegam	1
11601	threehour	4
11602	threejudg	1
11603	threeperson	1
11604	threequart	2
11605	threeroom	3
11606	threeset	8
11607	threesett	2
11608	threestori	6
11609	threetim	2
11610	threeway	1
11611	threeyearold	1
11612	threshold	2
11613	threw	16
11614	thrill	5
11615	thriller	1
11616	thrive	6
11617	throat	2
11618	throne	2
11619	throng	6
11620	throughout	70
11621	throw	17
11622	throwback	2
11623	thrower	1
11624	thrown	24
11625	thrust	3
11626	thseed	4
11627	thug	5
11628	thugocraci	2
11629	thumb	3
11630	thumbsup	3
11631	thunder	3
11632	thunderbird	1
11633	thurmond	1
11634	thursday	219
11635	thuzz	1
11636	thwart	5
11637	tia	2
11638	tiananmen	1
11639	tibet	2
11640	tick	3
11641	ticket	10
11642	tidal	2
11643	tide	7
11644	tie	97
11645	tiebreak	16
11646	tien	1
11647	tiffani	2
11648	tight	22
11649	tighten	11
11650	tighter	3
11651	tightest	2
11652	tightli	4
11653	tijan	3
11654	tilak	1
11655	tile	2
11656	tilt	5
11657	tiltrotor	1
11658	tim	15
11659	time	478
11660	timelin	4
11661	timet	4
11662	timid	2
11663	timism	1
11664	timo	1
11665	timocka	1
11666	timothi	4
11667	tini	23
11668	tinker	1
11669	tinkl	1
11670	tiot	1
11671	tip	55
11672	tipper	2
11673	tipster	1
11674	tire	29
11675	tireless	1
11676	tirelessli	2
11677	tirm	2
11678	titl	50
11679	titleist	1
11680	titlist	2
11681	tito	6
11682	tnt	7
11683	toadi	1
11684	toast	3
11685	toastst	1
11686	tobacco	3
11687	todd	21
11688	toddler	3
11689	toe	3
11690	tofoot	1
11691	togo	1
11692	tohouri	1
11693	toi	1
11694	toietnam	1
11695	toilet	3
11696	token	2
11697	tokov	1
11698	tokyo	25
11699	told	277
11700	toledo	15
11701	toler	12
11702	tolkach	1
11703	toll	78
11704	tollfre	2
11705	tolli	1
11706	tolstoy	1
11707	tom	42
11708	tomahawk	6
11709	tomato	2
11710	tomb	1
11711	tomic	2
11712	tomislav	1
11713	tommi	9
11714	tomorrow	41
11715	ton	47
11716	tone	16
11717	tong	1
11718	tongu	7
11719	toni	34
11720	tonig	2
11721	tonight	104
11722	tonugu	1
11723	tooclosetocal	1
11724	tool	21
11725	toopersist	1
11726	toothless	1
11727	topic	1
11728	topmost	1
11729	topolev	2
11730	toppl	26
11731	toprank	1
11732	topsecret	7
11733	topseed	17
